Longitude,Latitude
-77.0834717,39.1435579
-77.15008204,39.14515328
-77.23292493,39.14766829
-77.26863709,39.15002273
-77.20405895,39.15067674
-77.20405895,39.15067674
-77.17460467,39.15086953
-77.07151683,39.15166374
-77.19841338,39.15246141
-77.06951241,39.15483389
-77.09636455,39.15542697
-77.2646186,39.15614536
-77.16811486,39.1609917
-77.20291483,39.16150481
-77.22647446,39.16358669
-77.24610002,39.1663449
-77.17508634,39.16821838
-77.28520419,39.16868312
-77.20438104,39.16973694
-77.26977566,39.17239873
-77.2036566,39.17268547
-77.2015499,39.17509674
-77.27119347,39.17755113
-77.26740597,39.17886244
-77.28258353,39.17937488
-77.24392736,39.18060572
-77.21381771,39.18343478
-77.20360867,39.18520057
-77.18362194,39.18525555
-77.18752265,39.18527127
-77.26592378,39.18592197
-77.23196275,39.19589077
-77.24491824,39.19841751
-77.24491824,39.19841751
-77.26824408,39.20229158
-77.25077977,39.22966966
-77.26295405,39.24006211
-77.27204915,39.24552153
-77.20294836,39.25007598
-77.20029161,39.2872574
-77.09571042,38.98096244
-77.02738752,38.98826458
-77.01251777,38.98962133
-77.02780961,38.99156644
-77.02661141,38.9916456
-76.99876913,38.99177397
-77.03600902,38.9924044
-77.0941041,38.99275352
-77.02803668,38.99454518
-77.00140834,38.99495578
-77.09662024,38.9969141
-76.99185262,38.99727618
-77.00361045,38.9982705
-77.00361045,38.9982705
-77.0287483,38.99843827
-77.0261708,38.99903963
-76.98936586,38.99909434
-77.09690913,38.99957209
-76.99528089,38.99965966
-77.02581133,39.00009343
-77.01908166,39.00205411
-77.01147993,39.00363249
-76.98335678,39.00613837
-76.98079899,39.0084235
-77.14430389,39.0123159
-77.01662495,39.01541644
-77.07878304,39.01547784
-77.12970114,39.01559198
-77.0330565,39.01612799
-76.98287948,39.01744043
-77.11366204,39.0176025
-77.02606789,39.02330073
-76.98124014,39.02415539
-76.98137857,39.02527624
-77.08020866,39.02724788
-77.12632445,39.0306939
-77.0122764,39.03588391
-77.04988426,39.03622162
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.05163598,39.03738588
-76.9949881,39.03843036
-77.05233935,39.03845286
-77.04870665,39.03908279
-77.05546538,39.04000343
-77.05171776,39.041536
-77.07616715,39.0433157
-77.04788819,39.04336279
-77.07600802,39.04642767
-77.06212412,39.04727965
-77.11666842,39.05315153
-77.11825714,39.05508065
-77.14941251,39.05557888
-76.96830939,39.05792804
-76.95050095,39.05792922
-77.05002379,39.05806645
-77.05002379,39.05806645
-77.0690333,39.05914022
-77.05115301,39.06022455
-77.05255138,39.06135601
-77.067143,39.06215637
-77.12907021,39.06222844
-77.1248004,39.06274695
-77.08931311,39.06370091
-76.99767203,39.06422088
-77.17305244,39.06605899
-77.07157388,39.06636941
-77.05953314,39.06672548
-77.00270037,39.07324554
-77.06655804,39.07396811
-76.9812415,39.07573868
-77.15044893,39.07808953
-77.03456246,39.07856921
-77.07435892,39.07860486
-77.08079191,39.07890735
-77.08079191,39.07890735
-77.14472073,39.07943008
-77.06412066,39.07982355
-77.12775216,39.0800944
-77.07843514,39.08033016
-77.07843514,39.08033016
-77.152808,39.08046654
-76.94728378,39.08213838
-77.1499773,39.08409294
-77.14819686,39.08516274
-76.94040833,39.08547517
-77.14941394,39.08663892
-77.14941394,39.08663892
-77.15368011,39.09014998
-76.98933705,39.09252393
-77.15333267,39.09419
-77.19942612,39.09664939
-77.07000328,39.09977251
-77.05650595,39.10723143
-77.18764039,39.11087938
-77.21266561,39.11328518
-77.44785388,39.11343764
-77.19711721,39.11419382
-77.24122202,39.11463628
-77.19858041,39.11696828
-77.24293058,39.12545082
-77.20137573,39.12988973
-77.20733311,39.12990813
-77.20504914,39.13654016
-77.1991198,39.13758107
-77.214788,39.1407696
-77.27460667,39.14617169
-77.18494048,39.14653124
-77.06359974,39.15162216
-77.18502453,39.15291259
-77.20114092,39.1549495
-77.17678634,39.15540359
-77.26881789,39.15630623
-77.0911198,39.16081005
-77.26784712,39.16122596
-77.16639082,39.1621561
-77.22488751,39.16238763
-77.25929751,39.16671575
-77.20831911,39.16804926
-77.20802102,39.16914516
-77.20438104,39.16973694
-77.27312579,39.17603557
-77.23141193,39.17650245
-77.27119347,39.17755113
-77.26849811,39.1802436
-77.2602523,39.18210579
-77.26164675,39.18398793
-77.1974237,39.18802297
-77.19372722,39.19374927
-77.28574221,39.21381325
-77.2722814,39.22325916
-77.27123727,39.24626444
-77.25896907,39.24854087
-77.20193467,39.28365964
-77.20179886,39.28770449
-77.09832423,38.95210919
-77.09088012,38.98409677
-77.03109943,38.98808209
-77.09736659,38.98891243
-77.09736659,38.98891243
-77.02904564,38.99005668
-77.02780961,38.99156644
-77.02780961,38.99156644
-77.06049062,38.99276665
-77.05114766,38.99314976
-77.02667333,38.99341888
-77.02667333,38.99341888
-77.02667333,38.99341888
-77.07716886,38.99392895
-77.02686322,38.99456787
-77.04222272,38.99552688
-76.99222559,38.9956017
-77.02820243,38.9960615
-77.02813565,38.99608121
-76.99576033,39.00249982
-77.02462148,39.00261833
-77.03253482,39.00933027
-76.97686686,39.01524051
-76.98066009,39.01563672
-76.98599116,39.01579577
-77.06142736,39.0159079
-77.04663193,39.02011436
-76.9766814,39.0204213
-77.05818498,39.02135331
-77.14664246,39.02197521
-77.14664246,39.02197521
-77.11368411,39.02264039
-77.04990493,39.02289145
-77.04998209,39.02462081
-77.14899534,39.02502585
-77.14403343,39.02650131
-77.14977318,39.02754411
-76.98709408,39.03285065
-77.04915948,39.03425601
-77.04988426,39.03622162
-77.05163598,39.03738588
-77.05233935,39.03845286
-77.05233935,39.03845286
-77.05233935,39.03845286
-76.99064597,39.03982783
-76.99064597,39.03982783
-77.05546538,39.04000343
-77.04854425,39.04020624
-76.98794782,39.04088812
-76.98624564,39.04120804
-77.04828851,39.04129549
-76.98504072,39.04130416
-77.05189082,39.04148146
-77.05189082,39.04148146
-77.09400246,39.04223428
-77.06034889,39.04262684
-77.04794028,39.04491195
-77.11478061,39.04655019
-77.05204036,39.04716297
-76.98064197,39.04846207
-77.11719878,39.04895191
-77.05299586,39.04957778
-77.07659091,39.05275775
-77.1136596,39.05602532
-77.11791033,39.05748268
-77.04497453,39.06055428
-76.97285157,39.06073771
-77.12852405,39.0672669
-77.03944166,39.06862433
-77.15416411,39.06952855
-77.13786734,39.07975591
-77.06029294,39.08033115
-76.94632357,39.08105559
-76.94637921,39.08106213
-77.00050515,39.08269379
-77.14190198,39.08352478
-77.14063163,39.08399162
-76.95105282,39.08439623
-77.07983174,39.08868568
-77.19942612,39.09664939
-77.05532571,39.10092784
-77.15441726,39.10508197
-77.14461713,39.10556088
-77.16441079,39.11456567
-77.16896705,39.11722836
-77.18259069,39.11888436
-77.24293058,39.12545082
-77.20137573,39.12988973
-77.19927161,39.13552865
-77.08851798,39.13637948
-77.214788,39.1407696
-77.20024214,39.1427273
-77.17428855,39.14347173
-77.22384237,39.14371683
-77.20911504,39.15017221
-77.21197909,39.15262855
-77.17028531,39.15264183
-77.11101667,39.15580356
-77.19550328,39.15680371
-77.20335881,39.15712809
-77.19209387,39.1602237
-77.21127976,39.16062254
-77.0789914,39.1606512
-77.20484043,39.1621174
-77.08426989,39.16232899
-77.26022178,39.16365735
-77.22741078,39.16489763
-77.25209853,39.16565739
-77.20831911,39.16804926
-77.07984213,39.16833164
-77.20153074,39.16948605
-77.18523869,39.16982558
-77.29680395,39.17248372
-77.2036566,39.17268547
-77.25368017,39.1751963
-77.27312579,39.17603557
-77.23527922,39.17673949
-77.23849257,39.17854126
-77.26734863,39.17883254
-77.26359052,39.18298451
-77.18362194,39.18525555
-77.19527036,39.18571604
-77.18450813,39.18706746
-77.24752596,39.19220361
-77.27573322,39.1965221
-77.25418631,39.19792148
-77.25303739,39.20199488
-77.11640244,38.95675696
-77.08576633,38.96085306
-77.14295613,38.97733394
-77.06935852,38.97847472
-77.06405164,38.97924235
-77.08562316,38.98046607
-77.10536104,38.9844851
-77.09670122,38.98625629
-77.19452524,38.98753216
-77.02738752,38.98826458
-77.02580285,38.99029998
-77.02580285,38.99029998
-77.09668003,38.99081446
-77.02780961,38.99156644
-77.02780961,38.99156644
-76.99147839,38.99268416
-77.00140834,38.99495578
-77.02916275,38.99543874
-77.00356655,38.99824634
-77.02003064,39.000024
-77.0100416,39.00099302
-76.98709329,39.00127006
-77.12782301,39.00169772
-77.02979476,39.00188707
-77.03425047,39.004122
-77.09952235,39.0144715
-77.01270713,39.02034972
-77.14736694,39.03000744
-77.00311678,39.03292966
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.05976886,39.03762051
-76.99772663,39.03941006
-76.99064597,39.03982783
-76.99051653,39.03982997
-77.15734159,39.03998107
-77.05546538,39.04000343
-77.05274147,39.040076
-77.05037585,39.0402995
-77.0515436,39.04096743
-76.98504072,39.04130416
-77.03063819,39.04364935
-77.05031871,39.0452185
-76.98321697,39.04550148
-77.05524793,39.04593699
-77.05204036,39.04716297
-76.98602366,39.04918125
-77.05159994,39.05073791
-77.07659091,39.05275775
-77.17242263,39.05280764
-77.05214086,39.05292647
-77.11666842,39.05315153
-76.97476765,39.05344677
-77.0519854,39.05475557
-77.04780172,39.05907475
-77.12178923,39.05929825
-77.13062193,39.06016083
-77.02466316,39.06606619
-77.16519686,39.07426448
-77.07872058,39.07724842
-77.08090003,39.07766701
-77.13671345,39.07788768
-77.13397456,39.08004379
-77.11757113,39.08032446
-77.11757113,39.08032446
-76.96123286,39.08487436
-76.94040833,39.08547517
-77.15196931,39.0857024
-77.15294234,39.08586382
-77.08681789,39.08590425
-77.14245854,39.0902232
-77.04649466,39.0905353
-77.07032827,39.09196344
-77.07420933,39.09493752
-76.93131939,39.09523456
-76.93328806,39.09644302
-77.05187831,39.10198899
-76.93213041,39.10520655
-77.20987542,39.10876308
-77.25654078,39.10893676
-77.18476725,39.11287186
-77.19711721,39.11419382
-77.19711721,39.11419382
-77.1761395,39.11490826
-77.17756553,39.11587609
-77.20232648,39.1164052
-77.16896705,39.11722836
-77.20080121,39.11741016
-77.1986412,39.127597
-77.08581039,39.13424541
-77.23718322,39.13524129
-77.08632455,39.13631621
-77.2209081,39.14258808
-77.19525638,39.14534377
-77.27460667,39.14617169
-77.27478852,39.14619638
-77.17661801,39.14747624
-77.20405895,39.15067674
-77.20405895,39.15067674
-77.20405895,39.15067674
-77.16813779,39.15198348
-77.17689113,39.15278368
-77.06431128,39.15424564
-77.21611137,39.15586458
-77.2071956,39.15972713
-77.21906216,39.15975897
-77.0911198,39.16081005
-77.26314905,39.1609248
-77.26784712,39.16122596
-77.26958695,39.16136746
-77.20089459,39.16212522
-77.2855814,39.16294564
-77.2678632,39.16591569
-77.25651147,39.16601811
-77.2695343,39.16784489
-77.19087563,39.17084873
-77.05125518,39.17261645
-77.26194794,39.17304603
-77.20423474,39.17506951
-77.27119347,39.17755113
-77.23849257,39.17854126
-77.28258353,39.17937488
-77.25479315,39.18436458
-77.2427091,39.18983726
-77.21392011,39.27393105
-77.10101083,38.95216053
-77.08576633,38.96085306
-77.0882376,38.96342456
-77.0689047,38.9812905
-77.12570903,38.9813279
-77.0266433,38.98533958
-77.07318712,38.98677366
-77.02959872,38.98696707
-77.10109057,38.98728544
-77.10443301,38.98865293
-77.02794118,38.9889085
-77.02904564,38.99005668
-77.01355408,38.99127846
-77.09675696,38.99132394
-77.02780961,38.99156644
-77.02780961,38.99156644
-77.05310677,38.99236695
-77.01161182,38.99382947
-77.01704691,38.99529611
-77.04222272,38.99552688
-77.00019833,38.99603199
-77.02813565,38.99608121
-77.03277478,38.99681502
-77.02543246,38.99685494
-77.02543246,38.99685494
-77.02543246,38.99685494
-77.01361115,38.99745421
-77.00356655,38.99824634
-77.00356655,38.99824634
-77.01342309,38.99988351
-77.0727827,39.00044523
-77.00469946,39.00173528
-77.06945574,39.00548477
-77.03959616,39.00723466
-76.9827177,39.01183785
-77.00935413,39.01373425
-77.10615942,39.01434732
-77.00216591,39.01733698
-77.00297112,39.01890443
-77.01270713,39.02034972
-77.03421135,39.0208443
-77.14664246,39.02197521
-77.14664246,39.02197521
-76.9873514,39.02582398
-76.99094684,39.02629637
-77.08495926,39.02757653
-77.06156782,39.03068985
-77.01177437,39.03196625
-77.00206464,39.03228329
-77.17098648,39.03287931
-77.05849641,39.03420841
-77.05013923,39.03614879
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.21712409,39.03926996
-76.99064597,39.03982783
-77.04309361,39.03993317
-76.98794782,39.04088812
-76.98794782,39.04088812
-76.98624564,39.04120804
-77.05171776,39.041536
-77.05171776,39.041536
-76.98125069,39.04170874
-77.12412344,39.04203191
-77.04848226,39.04644943
-77.20803956,39.04661534
-77.11272132,39.04688746
-76.97645645,39.04712382
-77.06219116,39.04814976
-77.06922602,39.04856675
-77.11429193,39.04950569
-77.1200316,39.05291107
-77.1135253,39.05319605
-77.10308064,39.05364491
-77.0519397,39.05477364
-77.17684808,39.05669384
-77.05290894,39.05675668
-77.12640626,39.05847592
-76.97228552,39.05893002
-76.97228552,39.05893002
-77.04780172,39.05907475
-77.12399501,39.06179723
-77.05477727,39.06306394
-77.11610768,39.06373341
-77.12668901,39.06507967
-77.05770887,39.065319
-77.06922056,39.06577929
-77.118469,39.06740797
-77.17298947,39.07050746
-77.22042573,39.07258252
-77.22172538,39.07487358
-77.04378842,39.07536279
-76.998771,39.07563216
-77.14472073,39.07943008
-77.21771163,39.08112843
-76.94462979,39.0820036
-77.1197111,39.08261785
-77.1197111,39.08261785
-77.14190198,39.08352478
-77.15295707,39.08418375
-77.17171872,39.08748257
-77.07664793,39.08796554
-77.07983174,39.08868568
-77.15368011,39.09014998
-77.20448318,39.09111992
-77.07032827,39.09196344
-77.19942612,39.09664939
-77.15079451,39.09951514
-77.06437724,39.10091898
-77.12899746,39.10238624
-77.14811,39.10793814
-77.15051317,39.11099354
-77.18476725,39.11287186
-77.16615992,39.11566169
-77.31470242,39.11866652
-76.98890903,39.12112971
-77.25554332,39.12215427
-77.14095418,39.12711111
-77.18870374,39.13196003
-77.06186965,39.1369247
-77.20660708,39.13851771
-77.08916225,39.14262264
-77.19125378,39.1431802
-77.22545409,39.14449968
-77.22834655,39.14605875
-77.27610437,39.14727476
-77.23292493,39.14766829
-77.21818299,39.14794796
-77.21618524,39.14798696
-77.02598304,39.14949894
-77.20897018,39.15013892
-77.20405895,39.15067674
-77.20405895,39.15067674
-77.20405895,39.15067674
-77.23215286,39.15399897
-77.06638372,39.15605229
-77.20335881,39.15712809
-77.39637625,39.15745942
-77.21335993,39.15781194
-77.21335993,39.15781194
-77.2930081,39.15950212
-77.20291483,39.16150481
-77.22488751,39.16238763
-77.21532568,39.16256464
-77.24926169,39.16309051
-77.24925265,39.16360901
-77.26022178,39.16365735
-77.28718798,39.16486125
-77.17295552,39.16723917
-77.2100191,39.16839781
-77.20280597,39.17446858
-77.20677776,39.17477377
-77.2585181,39.17642991
-77.24189034,39.17833951
-77.27866817,39.17878963
-77.26734863,39.17883254
-77.27356521,39.17927149
-77.26954784,39.18142552
-77.15726163,39.18505518
-77.1911385,39.18572492
-77.26592378,39.18592197
-77.20294611,39.18855365
-77.24286016,39.19459716
-77.24491824,39.19841751
-77.24491824,39.19841751
-77.25767078,39.20328004
-77.17658618,39.21861439
-77.25526793,39.22505664
-77.23087568,39.23128264
-77.09550504,38.95318845
-77.12492766,38.95627442
-77.12492766,38.95627442
-77.12570903,38.9813279
-77.02443325,38.98380862
-77.0266307,38.9845514
-77.02959872,38.98696707
-77.02794118,38.9889085
-77.02904564,38.99005668
-77.02664,38.99063996
-77.09668003,38.99081446
-77.02800101,38.99455215
-77.07718842,38.99624434
-77.02926252,38.99697606
-77.00356655,38.99824634
-76.98933275,38.99906432
-76.99528089,38.99965966
-76.99528089,38.99965966
-77.01393229,39.00564882
-77.05051122,39.00714794
-77.10615942,39.01434732
-77.20506871,39.01669356
-77.02074811,39.02080015
-76.99908339,39.02194016
-76.97749199,39.02232283
-77.10308899,39.02432649
-77.11285091,39.02802705
-77.06307697,39.02825577
-77.06978552,39.03114117
-77.04915948,39.03425601
-77.06827302,39.0352256
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.15416982,39.03750142
-77.05089204,39.03870312
-77.05089204,39.03870312
-77.05089204,39.03870312
-76.99248995,39.03878576
-76.99051653,39.03982997
-76.98624564,39.04120804
-77.04795703,39.0433169
-77.05666265,39.04337256
-77.1204695,39.0448393
-77.1146062,39.04497267
-77.10811702,39.04901723
-77.11429193,39.04950569
-76.95083986,39.05255804
-76.95317842,39.05269731
-76.95317842,39.05269731
-77.11666842,39.05315153
-76.99443492,39.05368944
-76.96659843,39.05515165
-77.04885844,39.05670003
-77.05002379,39.05806645
-77.12640626,39.05847592
-77.23019475,39.06090947
-77.04200568,39.06243018
-76.95417525,39.06418878
-77.11824389,39.06506819
-77.08548699,39.06755244
-76.99389779,39.06955716
-77.03197018,39.07309054
-77.00195743,39.07579763
-77.04615453,39.07745653
-77.07083734,39.07754475
-77.152808,39.08046654
-77.09128009,39.08192507
-76.95355573,39.08193745
-77.15295707,39.08418375
-77.15295707,39.08418375
-76.951062,39.08432557
-77.13945229,39.08443459
-76.93238448,39.08537758
-76.9361081,39.08699679
-77.04352878,39.08746287
-77.03453248,39.0879458
-77.07664793,39.08796554
-76.95086657,39.08961562
-77.0691122,39.08999067
-77.0691122,39.08999067
-77.0691122,39.08999067
-77.07528253,39.09359843
-76.9862997,39.09469906
-77.19942612,39.09664939
-77.19536473,39.10125289
-77.29173815,39.10325236
-77.15593666,39.10344508
-77.05459875,39.106972
-77.14811,39.10793814
-77.14811,39.10793814
-77.23528052,39.11178148
-77.21237822,39.11559715
-77.23337449,39.11689591
-77.18259069,39.11888436
-77.1777308,39.12075146
-77.2702289,39.12200471
-77.20828675,39.1286367
-77.20398143,39.13037787
-77.16385605,39.13768508
-77.16225929,39.1382144
-77.15822825,39.13965532
-77.15822825,39.13965532
-77.20497656,39.14010063
-77.20203756,39.14060633
-77.15902385,39.14097833
-77.18992307,39.14207234
-77.50828585,39.14238171
-77.2209081,39.14258808
-77.18878015,39.14328947
-77.20165015,39.14399238
-77.1980981,39.14607022
-77.1980981,39.14607022
-77.19313096,39.14829196
-77.01764888,39.14911551
-77.20405895,39.15067674
-77.20405895,39.15067674
-77.06216882,39.15081171
-77.19841338,39.15246141
-77.16915798,39.15484559
-77.2646186,39.15614536
-77.20335881,39.15712809
-77.15893717,39.15772628
-77.20206574,39.15803119
-77.27742198,39.15989956
-77.26852375,39.16016735
-77.21575244,39.16079527
-77.20291483,39.16150481
-77.20484043,39.1621174
-77.05100107,39.1659753
-77.17295552,39.16723917
-77.27998208,39.16953303
-77.2838578,39.17052917
-77.26878314,39.17612757
-77.27828292,39.18082006
-77.23852438,39.18117091
-77.28062231,39.18127015
-77.27878797,39.1820216
-77.26176488,39.18403195
-77.31428377,39.18481555
-77.18752265,39.18527127
-77.23664755,39.18534601
-77.2427091,39.18983726
-77.27573322,39.1965221
-77.26513784,39.20326637
-77.04979904,39.21204842
-77.26315573,39.21631795
-77.24746763,39.21916073
-77.23474412,39.24318671
-77.21235841,39.24618501
-77.25357972,39.24882092
-77.22669937,39.25077257
-77.22012401,39.2531329
-77.20919667,39.25616009
-77.20372107,39.27838578
-77.12333279,38.95831163
-77.08654777,38.96017479
-77.08576633,38.96085306
-77.09571042,38.98096244
-77.0771583,38.98162446
-77.11965161,38.9852523
-77.02292509,38.98584463
-77.02396511,38.99025723
-77.0771672,38.99156643
-77.03646619,38.99220824
-77.03600902,38.9924044
-77.0010404,38.99277655
-77.02446204,38.99538517
-76.99043535,38.99696663
-76.99185262,38.99727618
-77.02979931,38.99754832
-77.04196502,38.99770292
-77.02557728,38.99809219
-77.06992446,38.99878934
-77.00045465,39.00073244
-76.99664375,39.00109998
-77.12782301,39.00169772
-77.0973021,39.00652834
-77.03725555,39.00815916
-76.97732825,39.01214728
-77.03281416,39.01442136
-76.97614452,39.01514257
-76.97686686,39.01524051
-77.0330565,39.01612799
-77.05789502,39.02008373
-77.14664246,39.02197521
-77.14664246,39.02197521
-77.10556077,39.02288692
-77.0345917,39.02614492
-77.0345917,39.02614492
-77.06681222,39.02930249
-76.98612615,39.03346441
-77.12502315,39.03642022
-77.05163598,39.03738588
-77.05163598,39.03738588
-77.01294786,39.03806834
-77.06144796,39.03853626
-77.05089204,39.03870312
-76.99064597,39.03982783
-77.04995477,39.04305233
-77.11171598,39.04484324
-76.98502907,39.04551401
-76.98502907,39.04551401
-76.97923351,39.04591472
-76.95187321,39.04604328
-77.03661706,39.0470384
-77.02505313,39.04892282
-77.11107353,39.04982663
-76.95317842,39.05269731
